,artist_name,track_name,album_name,release_date,artist_popularity,track_popularity,artist_genres,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hit,Dance_miss,Energy_miss,Valence_miss,decade_maker,decades,Spain,variable,value
1242,Mariah Carey,Fantasy,Daydream,1995-10-03,76,76,"['dance pop', 'pop', 'r&b', 'urban contemporary']",7,-7.588,1,0.0353,0.139,0.0,0.123,102.322,audio_features,6xkryXuiZU360Lngd4sx13,spotify:track:6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13,243493,4,0,1,1,0,1995,1990s,all_popular,valence,0.807
1243,Roxette,"It Must Have Been Love - From the Film ""Pretty Woman""",It Must Have Been Love,1990-05-20,69,75,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",5,-6.655,1,0.0274,0.34,5.49e-05,0.256,80.609,audio_features,6kvoHl80mfCVTv7XnZkjQn,spotify:track:6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/tracks/6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/audio-analysis/6kvoHl80mfCVTv7XnZkjQn,258787,4,0,1,1,1,1990,1990s,all_popular,valence,0.722
1244,Spice Girls,Wannabe,Spice,1996-01-01,67,81,"['dance pop', 'europop', 'girl group', 'pop']",11,-6.145,1,0.0324,0.101,0.0,0.162,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4,1,0,0,0,1996,1990s,all_popular,valence,0.891
1245,Shania Twain,Man! I Feel Like A Woman!,Come On Over,1997-11-04,72,78,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",10,-7.527,1,0.0412,0.581,0.0,0.278,124.882,audio_features,6sxptembJVty4sNtcPMAVz,spotify:track:6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/tracks/6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/audio-analysis/6sxptembJVty4sNtcPMAVz,234493,4,0,1,1,1,1997,1990s,all_popular,valence,0.674
1246,Britney Spears,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),1999-01-12,78,79,"['dance pop', 'pop', 'post-teen pop']",0,-5.745,0,0.0307,0.202,0.000131,0.443,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067,4,0,0,1,0,1999,2000s,all_popular,valence,0.907
1247,2Pac,California Love - Original Version,Greatest Hits,1998-01-01,78,65,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",7,-2.715,1,0.041,0.0303,1.91e-06,0.36,91.535,audio_features,1JClFT74TYSXlzpagbmj0S,spotify:track:1JClFT74TYSXlzpagbmj0S,https://api.spotify.com/v1/tracks/1JClFT74TYSXlzpagbmj0S,https://api.spotify.com/v1/audio-analysis/1JClFT74TYSXlzpagbmj0S,285027,4,0,0,0,1,1998,1990s,all_popular,valence,0.747
1248,Björk,Human Behaviour,Debut,1993-07-05,60,55,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']",2,-14.667,1,0.0365,0.0443,0.0252,0.0963,109.448,audio_features,6Kz3o55LxMA11GbvFXHFtX,spotify:track:6Kz3o55LxMA11GbvFXHFtX,https://api.spotify.com/v1/tracks/6Kz3o55LxMA11GbvFXHFtX,https://api.spotify.com/v1/audio-analysis/6Kz3o55LxMA11GbvFXHFtX,252360,4,0,1,1,1,1993,1990s,all_popular,valence,0.546
1249,Massive Attack,Teardrop,Mezzanine,1998-01-01,62,70,"['big beat', 'downtempo', 'electronica', 'trip hop']",11,-8.8,0,0.0395,0.0173,0.497,0.135,76.997,audio_features,67Hna13dNDkZvBpTXRIaOJ,spotify:track:67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/tracks/67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/audio-analysis/67Hna13dNDkZvBpTXRIaOJ,330773,4,0,1,1,1,1998,1990s,all_popular,valence,0.216
1250,A Tribe Called Quest,Can I Kick It?,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1990-04-17,65,70,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",0,-6.547,1,0.274,0.173,0.000699,0.129,96.662,audio_features,3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,251573,4,0,0,1,1,1990,1990s,all_popular,valence,0.744
1251,Janet Jackson,Got 'Til It's Gone,The Velvet Rope,1997-10-07,65,63,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",7,-7.518,1,0.243,0.0218,0.000312,0.3,89.914,audio_features,6jUyYHDikmw9WltPojSR37,spotify:track:6jUyYHDikmw9WltPojSR37,https://api.spotify.com/v1/tracks/6jUyYHDikmw9WltPojSR37,https://api.spotify.com/v1/audio-analysis/6jUyYHDikmw9WltPojSR37,241760,4,0,0,1,1,1997,1990s,all_popular,valence,0.518
1252,Erykah Badu,On & On,Baduizm,1997-01-01,64,66,"['afrofuturism', 'alternative r&b', 'hip hop', 'neo soul', 'r&b', 'urban contemporary']",11,-10.423,0,0.158,0.0396,0.0113,0.256,80.476,audio_features,0tNuJpBgtE65diL6Q8Q7fI,spotify:track:0tNuJpBgtE65diL6Q8Q7fI,https://api.spotify.com/v1/tracks/0tNuJpBgtE65diL6Q8Q7fI,https://api.spotify.com/v1/audio-analysis/0tNuJpBgtE65diL6Q8Q7fI,226133,4,0,0,1,1,1997,1990s,all_popular,valence,0.346
1253,Bran Van 3000,Drinking in L.A.,Glee,1997-04-01,44,59,['cymraeg'],3,-5.672,1,0.0582,0.0608,0.0,0.0673,171.968,audio_features,4WEaJQLlhlkOU7YJDLhn7x,spotify:track:4WEaJQLlhlkOU7YJDLhn7x,https://api.spotify.com/v1/tracks/4WEaJQLlhlkOU7YJDLhn7x,https://api.spotify.com/v1/audio-analysis/4WEaJQLlhlkOU7YJDLhn7x,236067,4,0,1,1,1,1997,1990s,all_popular,valence,0.663
1254,White Town,Your Woman,Women In Technology,1997-02-24,48,66,['derby indie'],5,-9.118,0,0.0368,0.033,0.684,0.114,102.642,audio_features,4ACxa9buEUnOdYEoPcnMpi,spotify:track:4ACxa9buEUnOdYEoPcnMpi,https://api.spotify.com/v1/tracks/4ACxa9buEUnOdYEoPcnMpi,https://api.spotify.com/v1/audio-analysis/4ACxa9buEUnOdYEoPcnMpi,259893,4,0,0,1,0,1997,1990s,all_popular,valence,0.795
1255,The Smashing Pumpkins,1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),1995,70,77,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",3,-9.897,1,0.0331,0.0163,0.583,0.0513,126.879,audio_features,5QLHGv0DfpeXLNFo7SFEy1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1,266200,4,1,0,0,0,1995,1990s,all_popular,valence,0.964
1256,Massive Attack,Unfinished Sympathy - 2012 Mix/Master,Blue Lines (2012 Mix/Master),1991-06-10,62,64,"['big beat', 'downtempo', 'electronica', 'trip hop']",7,-8.475,1,0.032,0.0393,0.209,0.665,114.436,audio_features,0j5FJJOmmnXPd0XajFWkMF,spotify:track:0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/tracks/0j5FJJOmmnXPd0XajFWkMF,https://api.spotify.com/v1/audio-analysis/0j5FJJOmmnXPd0XajFWkMF,308427,4,0,1,0,1,1991,1990s,all_popular,valence,0.703
1257,Mazzy Star,Fade Into You,So Tonight That I Might See,1993-10-05,63,77,"['alternative rock', 'art pop', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']",9,-13.925,1,0.0275,0.245,0.000679,0.0677,157.143,audio_features,1LzNfuep1bnAUR9skqdHCK,spotify:track:1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,295600,3,0,1,1,1,1993,1990s,all_popular,valence,0.175
1258,Beastie Boys,Intergalactic - Remastered 2009,Hello Nasty (Deluxe Version/Remastered 2009),1998-07-14,67,69,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",2,-6.119,1,0.303,0.022,9.85e-06,0.246,105.932,audio_features,5fpizYGbi5IQoEraj6FP0R,spotify:track:5fpizYGbi5IQoEraj6FP0R,https://api.spotify.com/v1/tracks/5fpizYGbi5IQoEraj6FP0R,https://api.spotify.com/v1/audio-analysis/5fpizYGbi5IQoEraj6FP0R,231493,4,0,0,0,1,1998,1990s,all_popular,valence,0.47
1259,Fatboy Slim,Praise You - Radio Edit,Why Try Harder - The Greatest Hits,2006-06-18,61,64,['big beat'],1,-6.715,1,0.0467,0.0403,0.371,0.282,109.722,audio_features,2tn9zXqIZJbgL1swqwOktz,spotify:track:2tn9zXqIZJbgL1swqwOktz,https://api.spotify.com/v1/tracks/2tn9zXqIZJbgL1swqwOktz,https://api.spotify.com/v1/audio-analysis/2tn9zXqIZJbgL1swqwOktz,227973,4,0,1,0,1,2006,2000s,all_popular,valence,0.561
1260,Jamiroquai,Canned Heat,Synkronized,1999-06-08,65,65,['dance pop'],9,-5.827,0,0.133,0.0136,7.71e-05,0.0718,128.043,audio_features,47oS7xB31QQUyPCgHpM3VZ,spotify:track:47oS7xB31QQUyPCgHpM3VZ,https://api.spotify.com/v1/tracks/47oS7xB31QQUyPCgHpM3VZ,https://api.spotify.com/v1/audio-analysis/47oS7xB31QQUyPCgHpM3VZ,331760,4,0,1,0,1,1999,2000s,all_popular,valence,0.78
1261,The Bucketheads,The Bomb! (These Sounds Fall Into My Mind) - Radio Edit,The Bomb (These Sounds Fall Into My Mind),1995-01-01,45,52,"['disco house', 'hip house', 'vocal house']",9,-3.742,0,0.0339,0.00193,0.536,0.107,125.918,audio_features,0qQiqwzddwQmtoGcF3Uzm5,spotify:track:0qQiqwzddwQmtoGcF3Uzm5,https://api.spotify.com/v1/tracks/0qQiqwzddwQmtoGcF3Uzm5,https://api.spotify.com/v1/audio-analysis/0qQiqwzddwQmtoGcF3Uzm5,202825,4,1,0,0,0,1995,1990s,all_popular,valence,0.936
1262,DNA,"Tom's Diner - 7"" Version",The Best Of Suzanne Vega - Tried And True,1998-01-01,46,53,[],6,-10.839,0,0.0678,0.0376,0.0215,0.0532,99.102,audio_features,4sutLmjkVKRN6pOAMo2joC,spotify:track:4sutLmjkVKRN6pOAMo2joC,https://api.spotify.com/v1/tracks/4sutLmjkVKRN6pOAMo2joC,https://api.spotify.com/v1/audio-analysis/4sutLmjkVKRN6pOAMo2joC,227867,4,0,0,1,1,1998,1990s,all_popular,valence,0.544
1263,Tori Amos,Cornflake Girl,Under the Pink,1994-01-31,54,59,"['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",7,-8.958,1,0.0274,0.4,0.000516,0.216,133.739,audio_features,1300POeOaj8qho30FRHjgf,spotify:track:1300POeOaj8qho30FRHjgf,https://api.spotify.com/v1/tracks/1300POeOaj8qho30FRHjgf,https://api.spotify.com/v1/audio-analysis/1300POeOaj8qho30FRHjgf,305493,4,0,1,1,0,1994,1990s,all_popular,valence,0.812
1264,Arrested Development,People Everyday - Metamorphosis Mix,Extended Revolution,2003-01-01,51,61,"['atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop', 'rap']",10,-13.918,1,0.221,0.00852,2.1e-06,0.648,91.094,audio_features,1nSUJWYRqsafI8Bh1X0ypp,spotify:track:1nSUJWYRqsafI8Bh1X0ypp,https://api.spotify.com/v1/tracks/1nSUJWYRqsafI8Bh1X0ypp,https://api.spotify.com/v1/audio-analysis/1nSUJWYRqsafI8Bh1X0ypp,298773,4,0,0,1,1,2003,2000s,all_popular,valence,0.704
1265,Beck,Loser,Mellow Gold,1994-03-01,64,67,"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']",6,-10.39,0,0.133,0.0399,0.000129,0.348,170.776,audio_features,5NTZM8YYeKM2YsGSffVIge,spotify:track:5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/tracks/5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/audio-analysis/5NTZM8YYeKM2YsGSffVIge,235000,4,0,1,1,0,1994,1990s,all_popular,valence,0.836
1266,The Prodigy,Breathe,The Fat of the Land,1997-06-30,64,65,"['big beat', 'breakbeat', 'dance rock', 'hardcore techno', 'rave']",9,-6.183,1,0.0491,0.0121,0.878,0.037,130.041,audio_features,0Ja4hLKiUSw01E01pJ1yGr,spotify:track:0Ja4hLKiUSw01E01pJ1yGr,https://api.spotify.com/v1/tracks/0Ja4hLKiUSw01E01pJ1yGr,https://api.spotify.com/v1/audio-analysis/0Ja4hLKiUSw01E01pJ1yGr,336280,4,0,1,0,1,1997,1990s,all_popular,valence,0.303
1267,Radiohead,Karma Police,OK Computer,1997-05-28,77,75,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,74.807,audio_features,63OQupATfueTdZMWTxW03A,spotify:track:63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/tracks/63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/audio-analysis/63OQupATfueTdZMWTxW03A,264067,4,0,1,1,1,1997,1990s,all_popular,valence,0.324
1268,Moloko,Sing It Back - Boris Dlugosch Mix,Catalogue,2006-07-17,53,64,"['alternative dance', 'electronica', 'electropop', 'trip hop']",3,-7.495,0,0.0339,0.00698,0.000543,0.0512,123.017,audio_features,53qhh1kdcX4gRBShoW4LK8,spotify:track:53qhh1kdcX4gRBShoW4LK8,https://api.spotify.com/v1/tracks/53qhh1kdcX4gRBShoW4LK8,https://api.spotify.com/v1/audio-analysis/53qhh1kdcX4gRBShoW4LK8,278000,4,0,0,1,0,2006,2000s,all_popular,valence,0.966
1269,Maxwell,Ascension (Don't Ever Wonder) - Remastered 2021,Maxwell's Urban Hang Suite,1996-04-02,57,64,"['contemporary r&b', 'funk', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0,-10.307,1,0.0379,0.111,0.0219,0.147,96.069,audio_features,6l4TNbfPtNAOOlGIfceSaO,spotify:track:6l4TNbfPtNAOOlGIfceSaO,https://api.spotify.com/v1/tracks/6l4TNbfPtNAOOlGIfceSaO,https://api.spotify.com/v1/audio-analysis/6l4TNbfPtNAOOlGIfceSaO,345976,4,0,0,1,1,1996,1990s,all_popular,valence,0.749
1270,Deee-Lite,Groove Is in the Heart,Rhino Hi-Five: Deee-Lite,2005-04-19,52,63,"['hip house', 'new wave pop']",1,-4.053,0,0.0701,0.0153,0.0196,0.0851,121.554,audio_features,2UVLuddklEVak5PXgC7baA,spotify:track:2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/tracks/2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/audio-analysis/2UVLuddklEVak5PXgC7baA,231787,4,0,1,0,0,2005,2000s,all_popular,valence,0.924
1271,The Cardigans,Erase / Rewind,Gran Turismo,1998-10-01,61,49,"['dance pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']",11,-7.103,0,0.0317,0.00145,0.00112,0.11,103.72,audio_features,2oHmRO0X4gW4VlCJRcZzez,spotify:track:2oHmRO0X4gW4VlCJRcZzez,https://api.spotify.com/v1/tracks/2oHmRO0X4gW4VlCJRcZzez,https://api.spotify.com/v1/audio-analysis/2oHmRO0X4gW4VlCJRcZzez,215760,4,0,0,1,1,1998,1990s,all_popular,valence,0.699
1272,The Smashing Pumpkins,"Tonight, Tonight - Remastered 2012",Mellon Collie And The Infinite Sadness (Deluxe Edition),1995,70,68,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",6,-9.381,1,0.0376,6.28e-05,0.751,0.237,148.342,audio_features,7bu0znpSbTks0O6I98ij0W,spotify:track:7bu0znpSbTks0O6I98ij0W,https://api.spotify.com/v1/tracks/7bu0znpSbTks0O6I98ij0W,https://api.spotify.com/v1/audio-analysis/7bu0znpSbTks0O6I98ij0W,254627,4,0,1,1,1,1995,1990s,all_popular,valence,0.217
1273,Edwyn Collins,A Girl Like You,Gorgeous George,1994,47,65,"['britpop', 'scottish new wave', 'solo wave']",5,-7.455,0,0.0393,0.0243,0.000286,0.402,126.267,audio_features,6XOINCZBv8Q7RXgNNiTwIN,spotify:track:6XOINCZBv8Q7RXgNNiTwIN,https://api.spotify.com/v1/tracks/6XOINCZBv8Q7RXgNNiTwIN,https://api.spotify.com/v1/audio-analysis/6XOINCZBv8Q7RXgNNiTwIN,236583,4,0,1,1,1,1994,1990s,all_popular,valence,0.533
1274,Jamiroquai,Virtual Insanity - Remastered,High Times: Singles 1992-2006,2006-11-06,65,70,['dance pop'],6,-4.758,1,0.108,0.128,0.0,0.135,91.954,audio_features,49TQfrsm60j5ZFKS59JOdU,spotify:track:49TQfrsm60j5ZFKS59JOdU,https://api.spotify.com/v1/tracks/49TQfrsm60j5ZFKS59JOdU,https://api.spotify.com/v1/audio-analysis/49TQfrsm60j5ZFKS59JOdU,229360,4,0,1,0,1,2006,2000s,all_popular,valence,0.516
1275,Cornershop,Brimful of Asha - Norman Cook Remix Single Version,Brimful of Asha,1997-08-18,48,63,['britpop'],11,-3.912,1,0.0574,0.217,0.0,0.0964,125.66,audio_features,3gWZ8TJ6oIpJWQBfrUOksW,spotify:track:3gWZ8TJ6oIpJWQBfrUOksW,https://api.spotify.com/v1/tracks/3gWZ8TJ6oIpJWQBfrUOksW,https://api.spotify.com/v1/audio-analysis/3gWZ8TJ6oIpJWQBfrUOksW,243667,4,0,1,0,0,1997,1990s,all_popular,valence,0.936
1276,Pulp,Common People,Different Class,1995-10-30,60,71,"['alternative rock', 'britpop', 'new wave', 'permanent wave', 'pop rock', 'rock', 'sheffield indie']",0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,145.393,audio_features,2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF,351627,4,0,1,0,1,1995,1990s,all_popular,valence,0.569
1277,Warren G,Regulate,Regulate… G Funk Era,1994-06-07,62,75,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']",11,-12.999,0,0.216,0.304,1.65e-06,0.115,95.265,audio_features,7nYvUtkQMx1v80S2FH2s9J,spotify:track:7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/tracks/7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/audio-analysis/7nYvUtkQMx1v80S2FH2s9J,248867,4,0,0,1,1,1994,1990s,all_popular,valence,0.763
1278,Soundgarden,Black Hole Sun,Superunknown (Deluxe Edition),1994-03-09,66,77,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",6,-5.373,1,0.041,0.000217,0.000161,0.0774,105.435,audio_features,2EoOZnxNgtmZaD8uUmz2nD,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD,318587,4,0,1,0,1,1994,1990s,all_popular,valence,0.147
1279,Ms. Lauryn Hill,Doo Wop (That Thing),The Miseducation of Lauryn Hill,1998-08-25,70,73,"['alternative r&b', 'conscious hip hop', 'hip pop', 'neo soul', 'new jersey rap', 'r&b', 'urban contemporary']",2,-8.926,0,0.245,0.0393,0.0,0.0923,99.935,audio_features,0uEp9E98JB5awlA084uaIg,spotify:track:0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/audio-analysis/0uEp9E98JB5awlA084uaIg,320267,4,0,1,1,1,1998,1990s,all_popular,valence,0.495
1280,Jamiroquai,Cosmic Girl - Remastered,Travelling Without Moving (Remastered),1996-09-09,65,65,['dance pop'],11,-7.719,0,0.0495,0.0261,0.00102,0.309,119.865,audio_features,6y0Etr2KJr0sdcEp7ajoUK,spotify:track:6y0Etr2KJr0sdcEp7ajoUK,https://api.spotify.com/v1/tracks/6y0Etr2KJr0sdcEp7ajoUK,https://api.spotify.com/v1/audio-analysis/6y0Etr2KJr0sdcEp7ajoUK,244147,4,0,1,0,0,1996,1990s,all_popular,valence,0.925
1281,The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),1995,70,74,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,121.864,audio_features,6GtX0jaNL8IjVQfrDBx81z,spotify:track:6GtX0jaNL8IjVQfrDBx81z,https://api.spotify.com/v1/tracks/6GtX0jaNL8IjVQfrDBx81z,https://api.spotify.com/v1/audio-analysis/6GtX0jaNL8IjVQfrDBx81z,258467,4,0,1,1,1,1995,1990s,all_popular,valence,0.475
1282,Neneh Cherry,Woman,Man,1996-01-01,53,58,"['new wave pop', 'urban contemporary']",3,-8.888,0,0.0261,0.0901,0.0346,0.198,136.022,audio_features,1eOCyaSRBdFGofbLYjgGM2,spotify:track:1eOCyaSRBdFGofbLYjgGM2,https://api.spotify.com/v1/tracks/1eOCyaSRBdFGofbLYjgGM2,https://api.spotify.com/v1/audio-analysis/1eOCyaSRBdFGofbLYjgGM2,270400,4,0,1,1,1,1996,1990s,all_popular,valence,0.33
1283,The Cardigans,My Favourite Game,Gran Turismo (Remastered),1998-01-01,61,67,"['dance pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']",5,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,143.339,audio_features,0Ui05Ov0s4PnRc4JI3Pilg,spotify:track:0Ui05Ov0s4PnRc4JI3Pilg,https://api.spotify.com/v1/tracks/0Ui05Ov0s4PnRc4JI3Pilg,https://api.spotify.com/v1/audio-analysis/0Ui05Ov0s4PnRc4JI3Pilg,220468,4,0,1,1,1,1998,1990s,all_popular,valence,0.424
1284,Radiohead,High and Dry,The Bends,1995-03-13,77,74,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",4,-11.782,1,0.0256,0.0724,0.0176,0.0896,87.568,audio_features,2a1iMaoWQ5MnvLFBDv4qkf,spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,https://api.spotify.com/v1/tracks/2a1iMaoWQ5MnvLFBDv4qkf,https://api.spotify.com/v1/audio-analysis/2a1iMaoWQ5MnvLFBDv4qkf,257480,4,0,1,1,1,1995,1990s,all_popular,valence,0.35
1285,Madonna,Ray of Light,Celebration (double disc version),2009-09-18,77,49,"['dance pop', 'pop']",3,-6.194,1,0.0314,0.000497,0.455,0.0614,127.209,audio_features,0vVchT7htyhheP8anAnLMR,spotify:track:0vVchT7htyhheP8anAnLMR,https://api.spotify.com/v1/tracks/0vVchT7htyhheP8anAnLMR,https://api.spotify.com/v1/audio-analysis/0vVchT7htyhheP8anAnLMR,273827,4,0,1,0,1,2009,2010s,all_popular,valence,0.703
1286,Everything But The Girl,Missing - Todd Terry Remix / Radio Edit,Like The Deserts Miss The Rain,2002-01-01,55,63,"['electronica', 'new wave pop', 'pop rock', 'sophisti-pop', 'trip hop']",9,-6.539,0,0.0296,0.0217,0.00357,0.057,123.509,audio_features,1IsvXZXAV9EBC4hBKW6yDN,spotify:track:1IsvXZXAV9EBC4hBKW6yDN,https://api.spotify.com/v1/tracks/1IsvXZXAV9EBC4hBKW6yDN,https://api.spotify.com/v1/audio-analysis/1IsvXZXAV9EBC4hBKW6yDN,235027,4,0,0,0,1,2002,2000s,all_popular,valence,0.652
1287,Crystal Waters,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,Surprise,1991-01-01,62,65,"['disco house', 'diva house', 'hip house', 'vocal house']",5,-12.612,1,0.0377,0.000779,0.278,0.0738,119.981,audio_features,1SShxVVBeZBCY7WddnksPz,spotify:track:1SShxVVBeZBCY7WddnksPz,https://api.spotify.com/v1/tracks/1SShxVVBeZBCY7WddnksPz,https://api.spotify.com/v1/audio-analysis/1SShxVVBeZBCY7WddnksPz,451827,4,0,1,1,1,1991,1990s,all_popular,valence,0.181
1288,SWV,Right Here - Human Nature Radio Mix,It's About Time,1992-10-27,60,64,"['contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",9,-5.16,0,0.0658,0.068,0.0105,0.0889,94.002,audio_features,7tUEDtHchueeUJTfEFEhii,spotify:track:7tUEDtHchueeUJTfEFEhii,https://api.spotify.com/v1/tracks/7tUEDtHchueeUJTfEFEhii,https://api.spotify.com/v1/audio-analysis/7tUEDtHchueeUJTfEFEhii,226947,4,0,1,1,1,1992,1990s,all_popular,valence,0.696
1289,Lenny Kravitz,It Ain't Over 'Til It's Over,Mama Said,1991-04-02,68,72,"['permanent wave', 'pop rock', 'rock']",6,-10.74,1,0.0423,0.422,0.00928,0.322,159.69,audio_features,6VnpKLtfNH4Dk09YSGPSyR,spotify:track:6VnpKLtfNH4Dk09YSGPSyR,https://api.spotify.com/v1/tracks/6VnpKLtfNH4Dk09YSGPSyR,https://api.spotify.com/v1/audio-analysis/6VnpKLtfNH4Dk09YSGPSyR,242640,4,0,1,1,0,1991,1990s,all_popular,valence,0.93
1290,Fugees,Ready or Not,The Score (Expanded Edition),1996-02-13,64,71,"['east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap']",10,-13.364,0,0.499,0.209,0.0,0.0839,130.47,audio_features,3vZO25GdYuqFrR1kzZADnp,spotify:track:3vZO25GdYuqFrR1kzZADnp,https://api.spotify.com/v1/tracks/3vZO25GdYuqFrR1kzZADnp,https://api.spotify.com/v1/audio-analysis/3vZO25GdYuqFrR1kzZADnp,226987,3,0,1,1,1,1996,1990s,all_popular,valence,0.563
